word1,word2,lift_value
sweet,dark,0.6847250434455657
sweet,chocolate,0.9101365819781236
sweet,black,0.26657313741416233
sweet,vanilla,1.104100115842314
sweet,light,0.7072037493434609
sweet,carbonation,0.3780798525465535
sweet,bourbon,0.9340796357032499
sweet,coffee,0.7103951020029529
sweet,smooth,0.6053942208214036
sweet,brown,0.5258053423779678
sweet,white,0.40798306185790245
sweet,smooth,0.6053942208214036
sweet,medium,0.6588597430406852
sweet,fruit,0.6624600695053884
sweet,full,0.6530291258456349
sweet,malt,0.6097210407438913
sweet,barrel,0.5329165694104753
sweet,oak,0.6961536907599692
sweet,caramel,1.1887883920866757
sweet,tan,0.2509941878250229
sweet,thick,0.5922334768905037
sweet,stout,0.3881654300084657
sweet,rich,0.9247154288290319
sweet,creamy,0.5891600097449641
sweet,bitter,1.1200615631691648
sweet,dry,0.42255983519908924
sweet,roasted,0.6938310669812737
sweet,orange,0.4505023884038873
sweet,citrus,0.46235771441451595
sweet,hazy,0.14952845232129025
sweet,honey,1.6671876709545321
sweet,deep,0.576912013806769
sweet,thin,0.22134920501104388
sweet,balanced,0.5577648618333843
dark,chocolate,1.4166473754268185
dark,black,0.9047330724359448
dark,vanilla,1.1809070804226487
dark,light,0.5083026948406125
dark,carbonation,0.2001599219364107
dark,bourbon,1.2676795055972678
dark,coffee,1.344676443077018
dark,smooth,0.3158578543416019
dark,brown,1.987800684599634
dark,white,0.1316074393090008
dark,smooth,0.3158578543416019
dark,medium,0.2882511375802998
dark,fruit,0.9792887983992697
dark,full,0.3109662504026833
dark,malt,1.0429438854829722
dark,barrel,0.6661457117630941
dark,oak,0.6132782513837824
dark,caramel,1.0838952986672632
dark,tan,1.4480433912982091
dark,thick,0.6317157086832038
dark,stout,0.3881654300084657
dark,rich,0.9041661970772756
dark,creamy,0.42082857838926
dark,bitter,0.3733538543897216
dark,dry,0.2891198872414821
dark,roasted,1.4771887232504537
dark,orange,0.247776313622138
dark,citrus,0.0462357714414516
dark,hazy,0.14952845232129025
dark,honey,0.6925241094734209
dark,deep,1.101377480903832
dark,thin,0.7747222175386536
dark,balanced,0.30677067400836133
chocolate,black,0.7391891891891891
chocolate,vanilla,1.9691515285777579
chocolate,light,0.7554606493285739
chocolate,carbonation,0.21052856654122473
chocolate,bourbon,2.11698169688676
chocolate,coffee,2.2282417796858227
chocolate,smooth,0.7198096973377871
chocolate,brown,0.7823535214046162
chocolate,white,0.2214799068731653
chocolate,smooth,0.7198096973377871
chocolate,medium,0.3609322212837837
chocolate,fruit,0.4695669029685423
chocolate,full,0.6541497249461851
chocolate,malt,1.3838701715414043
chocolate,barrel,1.1735942103240682
chocolate,oak,0.993721315655278
chocolate,caramel,1.195206400430281
chocolate,tan,0.8529106029106029
chocolate,thick,0.6229122380807774
chocolate,stout,0.4942253299811439
chocolate,rich,1.1022996680891417
chocolate,creamy,0.5090224955494417
chocolate,bitter,0.8315878378378377
chocolate,dry,0.3040968183373246
chocolate,roasted,2.401187812015838
chocolate,orange,0.0
chocolate,citrus,0.024315433854907538
chocolate,hazy,0.0
chocolate,honey,0.5125764450581968
chocolate,deep,0.46888866478418706
chocolate,thin,0.32012130240476694
chocolate,balanced,0.615990990990991
black,vanilla,0.46382136800452234
black,light,0.545695076989807
black,carbonation,0.0955041466608468
black,bourbon,0.6685290266259275
black,coffee,0.7762728743931283
black,smooth,0.11303112488699472
black,brown,1.3905612886987164
black,white,0.09890223427612038
black,smooth,0.11303112488699472
black,medium,0.2063038793103448
black,fruit,0.18552854720180895
black,full,0.11684467500762892
black,malt,0.49954337899543383
black,barrel,0.3754535054747508
black,oak,0.24912166558230323
black,caramel,0.39413278435409166
black,tan,2.3836680560818495
black,thick,0.8053467648198374
black,stout,0.13159582999198075
black,rich,0.2647307924984876
black,creamy,0.3614288664051208
black,bitter,0.09431034482758621
black,dry,0.0477520733304234
black,roasted,0.961124533274764
black,orange,0.02418213969938108
black,citrus,0.0
black,hazy,0.0
black,honey,0.41303800654417316
black,deep,0.9008749356664951
black,thin,0.950529459679609
black,balanced,0.1496989600437876
vanilla,light,0.9023610681513559
vanilla,carbonation,0.1702635401535588
vanilla,bourbon,2.255991907034654
vanilla,coffee,1.6186305261288985
vanilla,smooth,0.5877386872966169
vanilla,brown,0.6709046308483906
vanilla,white,0.13434027138208388
vanilla,smooth,0.5877386872966169
vanilla,medium,0.43785220286885246
vanilla,fruit,0.5145122278957269
vanilla,full,0.7538807485855215
vanilla,malt,1.1464930009731267
vanilla,barrel,1.23246057027426
vanilla,oak,1.5861815651098052
vanilla,caramel,1.7399070222657205
vanilla,tan,0.4434336155647631
vanilla,thick,0.5289648185669552
vanilla,stout,0.39101219977125423
vanilla,rich,0.8914773271977758
vanilla,creamy,0.45641503877490913
vanilla,bitter,0.5324282786885245
vanilla,dry,0.3405270803071176
vanilla,roasted,1.8277122272110267
vanilla,orange,0.14370533837746954
vanilla,citrus,0.08849223468507333
vanilla,hazy,0.06359725613300779
vanilla,honey,0.8836304894100753
vanilla,deep,0.30113775385368236
vanilla,thin,0.24712792048534915
vanilla,balanced,0.6405152224824355
light,carbonation,0.7838547886314784
light,bourbon,0.5552304752806304
light,coffee,0.5029970710442068
light,smooth,0.5604904247049678
light,brown,0.9793416884726621
light,white,0.5604904247049678
